code,市場,銘柄名,現在値,業種,出来高,配当利回り,予PER,実PBR,単元株数,売上高,経常利益,自己資本比率,実ROE,優待月(上),優待月(下),単元倍率,特色,連結事業
4930,東証JQS,グラフィコ,3900.0,,,,,,,,,,,,,,,
4931,東証1部,新日本製薬,2205.0,,,,,,,,,,,,,,,
4933,マザーズ,Ｉ－ｎｅ,5600.0,,,,,,,,,,,,,,,
4934,マザーズ,プレミアアンチエイジング,12180.0,,,,,,,,,,,,,,,
4935,東証JQS,リベルタ,1100.0,,,,,,,,,,,,,,,
4936,マザーズ,アクシージア,1720.0,,,,,,,,,,,,,,,
4951,東証1部,エステー,1816.0,,,,,,,,,,,,,,,
4952,東証2部,エス・ディー・エス　バイオテック,1427.0,,,,,,,,,,,,,,,
4955,東証1部,アグロ　カネショウ,1438.0,,,,,,,,,,,,,,,
4956,東証1部,コニシ,1556.0,,,,,,,,,,,,,,,
4957,東証2部,ヤスハラケミカル,584.0,,,,,,,,,,,,,,,
4958,東証1部,長谷川香料,2155.0,,,,,,,,,,,,,,,
4960,東証2部,ケミプロ化成,245.0,,,,,,,,,,,,,,,
4962,東証2部,互応化学工業,1092.0,,,,,,,,,,,,,,,
4963,東証1部,星光ＰＭＣ,783.0,,,,,,,,,,,,,,,
4966,東証2部,上村工業,7690.0,,,,,,,,,,,,,,,
4967,東証1部,小林製薬,9750.0,,,,,,,,,,,,,,,
4968,東証1部,荒川化学工業,1208.0,,,,,,,,,,,,,,,
4970,東証JQS,東洋合成工業,10380.0,,,,,,,,,,,,,,,
4971,東証1部,メック,2713.0,,,,,,,,,,,,,,,
4972,東証JQS,綜研化学,2029.0,,,,,,,,,,,,,,,
4973,東証1部,日本高純度化学,2689.0,,,,,,,,,,,,,,,
4974,東証1部,タカラバイオ,2931.0,,,,,,,,,,,,,,,
4975,東証1部,ＪＣＵ,3745.0,,,,,,,,,,,,,,,
4976,東証JQS,東洋ドライルーブ,2956.0,,,,,,,,,,,,,,,
4977,東証1部,新田ゼラチン,643.0,,,,,,,,,,,,,,,
4978,東証JQG,リプロセル,408.0,,,,,,,,,,,,,,,
4979,東証1部,ＯＡＴアグリオ,1483.0,,,,,,,,,,,,,,,
4980,東証1部,デクセリアルズ,1983.0,,,,,,,,,,,,,,,
4985,東証1部,アース製薬,6770.0,,,,,,,,,,,,,,,
4987,東証2部,寺岡製作所,384.0,,,,,,,,,,,,,,,
4990,東証2部,昭和化学工業,494.0,,,,,,,,,,,,,,,
4992,東証1部,北興化学工業,902.0,,,,,,,,,,,,,,,
4994,東証1部,大成ラミック,2712.0,,,,,,,,,,,,,,,
4995,福証,サンケイ化学,1031.0,,,,,,,,,,,,,,,
4996,東証1部,クミアイ化学工業,853.0,,,,,,,,,,,,,,,
4997,東証1部,日本農薬,579.0,,,,,,,,,,,,,,,
4998,東証2部,フマキラー,1382.0,,,,,,,,,,,,,,,
4999,東証2部,セメダイン,741.0,,,,,,,,,,,,,,,
5008,東証2部,東亜石油,2843.0,,,,,,,,,,,,,,,
5009,東証1部,富士興産,1276.0,,,,,,,,,,,,,,,
5010,東証2部,日本精蝋,187.0,,,,,,,,,,,,,,,
5011,東証1部,ニチレキ,1300.0,,,,,,,,,,,,,,,
5013,東証1部,ユシロ化学工業,1166.0,,,,,,,,,,,,,,,
5015,東証1部,ビーピー・カストロール,1417.0,,,,,,,,,,,,,,,
5017,東証1部,富士石油,228.0,,,,,,,,,,,,,,,
5018,東証1部,ＭＯＲＥＳＣＯ,1090.0,,,,,,,,,,,,,,,
5019,東証1部,出光興産,2736.0,,,,,,,,,,,,,,,
5020,東証1部,ＥＮＥＯＳホールディングス,476.5,,,,,,,,,,,,,,,
5021,東証1部,コスモエネルギーホールディングス,2485.0,,,,,,,,,,,,,,,
5070,マザーズ,ドラフト,872.0,,,,,,,,,,,,,,,
5071,東証2部,ヴィス,620.0,,,,,,,,,,,,,,,
5074,東証1部,テスホールディングス,1844.0,,,,,,,,,,,,,,,
5101,東証1部,横浜ゴム,2243.0,,,,,,,,,,,,,,,
5103,東証2部,昭和ホールディングス,55.0,,,,,,,,,,,,,,,
5104,東証2部,日東化工,430.0,,,,,,,,,,,,,,,
5105,東証1部,ＴＯＹＯ　ＴＩＲＥ,2196.0,,,,,,,,,,,,,,,
5108,東証1部,ブリヂストン,4752.0,,,,,,,,,,,,,,,
5110,東証1部,住友ゴム工業,1450.0,,,,,,,,,,,,,,,
5121,東証1部,藤倉コンポジット,487.0,,,,,,,,,,,,,,,
5122,東証1部,オカモト,4070.0,,,,,,,,,,,,,,,
5142,東証1部,アキレス,1443.0,,,,,,,,,,,,,,,
5161,東証2部,西川ゴム工業,1449.0,,,,,,,,,,,,,,,
5162,東証JQS,朝日ラバー,630.0,,,,,,,,,,,,,,,
5184,東証2部,ニチリン,1734.0,,,,,,,,,,,,,,,
5185,東証1部,フコク,920.0,,,,,,,,,,,,,,,
5186,東証1部,ニッタ,2712.0,,,,,,,,,,,,,,,
5187,東証1部,クリエートメディック,1012.0,,,,,,,,,,,,,,,
5189,東証2部,櫻護謨,3845.0,,,,,,,,,,,,,,,
5191,東証1部,住友理工,696.0,,,,,,,,,,,,,,,
5192,東証1部,三ツ星ベルト,1792.0,,,,,,,,,,,,,,,
5194,東証2部,相模ゴム工業,1050.0,,,,,,,,,,,,,,,
5195,東証1部,バンドー化学,826.0,,,,,,,,,,,,,,,
5199,東証JQS,不二ラテックス,2671.0,,,,,,,,,,,,,,,
5201,東証1部,ＡＧＣ,4895.0,,,,,,,,,,,,,,,
5202,東証1部,日本板硝子,635.0,,,,,,,,,,,,,,,
5204,東証1部,石塚硝子,1885.0,,,,,,,,,,,,,,,
5208,東証1部,有沢製作所,944.0,,,,,,,,,,,,,,,
5210,東証1部,日本山村硝子,920.0,,,,,,,,,,,,,,,
5212,東証JQS,不二硝子,1396.0,,,,,,,,,,,,,,,
5214,東証1部,日本電気硝子,2665.0,,,,,,,,,,,,,,,
5216,東証JQS,倉元製作所,161.0,,,,,,,,,,,,,,,
5217,東証JQS,テクノクオーツ,29000.0,,,,,,,,,,,,,,,
5218,東証1部,オハラ,1544.0,,,,,,,,,,,,,,,
5232,東証1部,住友大阪セメント,3290.0,,,,,,,,,,,,,,,
5233,東証1部,太平洋セメント,2562.0,,,,,,,,,,,,,,,
5237,東証2部,ノザワ,720.0,,,,,,,,,,,,,,,
5261,東証1部,リソルホールディングス,3995.0,,,,,,,,,,,,,,,
5262,東証1部,日本ヒューム,725.0,,,,,,,,,,,,,,,
5268,東証2部,旭コンクリート工業,840.0,,,,,,,,,,,,,,,
5269,東証1部,日本コンクリート工業,390.0,,,,,,,,,,,,,,,
5271,東証2部,トーヨーアサノ,1713.0,,,,,,,,,,,,,,,
5273,東証1部,三谷セキサン,4100.0,,,,,,,,,,,,,,,
5277,東証JQS,スパンクリートコーポレーション,310.0,,,,,,,,,,,,,,,
5279,東証JQS,日本興業,744.0,,,,,,,,,,,,,,,
5280,東証JQS,ヨシコン,1095.0,,,,,,,,,,,,,,,
5282,東証2部,ジオスター,357.0,,,,,,,,,,,,,,,
5283,東証JQS,高見澤,2409.0,,,,,,,,,,,,,,,
5284,東証JQS,ヤマウホールディングス,640.0,,,,,,,,,,,,,,,
5285,東証JQS,ヤマックス,524.0,,,,,,,,,,,,,,,
5287,東証2部,イトーヨーギョー,1160.0,,,,,,,,,,,,,,,
5288,東証1部,アジアパイルホールディングス,498.0,,,,,,,,,,,,,,,
5290,東証2部,ベルテクスコーポレーション,2672.0,,,,,,,,,,,,,,,
5301,東証1部,東海カーボン,1796.0,,,,,,,,,,,,,,,
5302,東証1部,日本カーボン,4465.0,,,,,,,,,,,,,,,
5304,東証2部,ＳＥＣカーボン,6770.0,,,,,,,,,,,,,,,
5310,東証1部,東洋炭素,2350.0,,,,,,,,,,,,,,,
5331,東証1部,ノリタケカンパニーリミテド,4160.0,,,,,,,,,,,,,,,
5332,東証1部,ＴＯＴＯ,5760.0,,,,,,,,,,,,,,,
5333,東証1部,日本ガイシ,1990.0,,,,,,,,,,,,,,,
5334,東証1部,日本特殊陶業,1670.0,,,,,,,,,,,,,,,
5337,東証1部,ダントーホールディングス,329.0,,,,,,,,,,,,,,,
5341,東証2部,アサヒ衛陶,756.0,,,,,,,,,,,,,,,
5342,名証2部,ジャニス工業,567.0,,,,,,,,,,,,,,,
5343,名証2部,ニッコー,146.0,,,,,,,,,,,,,,,
5344,東証1部,ＭＡＲＵＷＡ,10940.0,,,,,,,,,,,,,,,
5351,東証1部,品川リフラクトリーズ,3680.0,,,,,,,,,,,,,,,
5352,東証1部,黒崎播磨,4400.0,,,,,,,,,,,,,,,
5355,東証2部,日本ルツボ,2898.0,,,,,,,,,,,,,,,
5356,名証2部,美濃窯業,475.0,,,,,,,,,,,,,,,
5357,東証1部,ヨータイ,1170.0,,,,,,,,,,,,,,,
5358,東証1部,イソライト工業,629.0,,,,,,,,,,,,,,,
5363,東証1部,ＴＹＫ,343.0,,,,,,,,,,,,,,,
5367,東証1部,ニッカトー,708.0,,,,,,,,,,,,,,,
5368,東証2部,日本インシュレーション,1014.0,,,,,,,,,,,,,,,
5380,東証JQS,新東,2015.0,,,,,,,,,,,,,,,
5381,東証JQS,Ｍｉｐｏｘ,556.0,,,,,,,,,,,,,,,
5384,東証1部,フジミインコーポレーテッド,4230.0,,,,,,,,,,,,,,,
5386,東証2部,鶴弥,409.0,,,,,,,,,,,,,,,
5387,東証JQS,チヨダウーテ,421.0,,,,,,,,,,,,,,,
5388,東証1部,クニミネ工業,1156.0,,,,,,,,,,,,,,,
5391,東証1部,エーアンドエーマテリアル,1043.0,,,,,,,,,,,,,,,
5393,東証1部,ニチアス,2831.0,,,,,,,,,,,,,,,
5395,東証2部,理研コランダム,1834.0,,,,,,,,,,,,,,,
5401,東証1部,日本製鉄,2248.5,,,,,,,,,,,,,,,
5406,東証1部,神戸製鋼所,790.0,,,,,,,,,,,,,,,
5408,東証1部,中山製鋼所,437.0,,,,,,,,,,,,,,,
5410,東証1部,合同製鐵,1756.0,,,,,,,,,,,,,,,
5411,東証1部,ジェイ　エフ　イー　ホールディングス,1597.0,,,,,,,,,,,,,,,
5423,東証1部,東京製鐵,1200.0,,,,,,,,,,,,,,,
5440,東証1部,共英製鋼,1548.0,,,,,,,,,,,,,,,
5444,東証1部,大和工業,3440.0,,,,,,,,,,,,,,,
5445,東証1部,東京鐵鋼,1621.0,,,,,,,,,,,,,,,
5446,東証2部,北越メタル,1198.0,,,,,,,,,,,,,,,
5449,東証1部,大阪製鐵,1281.0,,,,,,,,,,,,,,,
5451,東証1部,淀川製鋼所,2440.0,,,,,,,,,,,,,,,
5458,東証2部,高砂鐵工,705.0,,,,,,,,,,,,,,,
5461,名証1部,中部鋼鈑,804.0,,,,,,,,,,,,,,,
5463,東証1部,丸一鋼管,2827.0,,,,,,,,,,,,,,,
5464,東証1部,モリ工業,2561.0,,,,,,,,,,,,,,,
5471,東証1部,大同特殊鋼,5600.0,,,,,,,,,,,,,,,
5476,東証1部,日本高周波鋼業,410.0,,,,,,,,,,,,,,,
5480,東証1部,日本冶金工業,2283.0,,,,,,,,,,,,,,,
5481,東証1部,山陽特殊製鋼,1647.0,,,,,,,,,,,,,,,
5482,東証1部,愛知製鋼,3245.0,,,,,,,,,,,,,,,
5484,東証JQS,東北特殊鋼,1580.0,,,,,,,,,,,,,,,
5486,東証1部,日立金属,2124.0,,,,,,,,,,,,,,,
5491,東証1部,日本金属,1016.0,,,,,,,,,,,,,,,
5541,東証1部,大平洋金属,1958.0,,,,,,,,,,,,,,,
5542,東証JQS,新報国製鉄,1359.0,,,,,,,,,,,,,,,
5563,東証1部,新日本電工,332.0,,,,,,,,,,,,,,,
5602,東証1部,栗本鐵工所,1724.0,,,,,,,,,,,,,,,
5603,東証1部,虹技,1211.0,,,,,,,,,,,,,,,
5607,名証2部,中央可鍛工業,464.0,,,,,,,,,,,,,,,
5609,東証2部,日本鋳造,840.0,,,,,,,,,,,,,,,
5610,東証2部,大和重工,811.0,,,,,,,,,,,,,,,
5612,東証1部,日本鋳鉄管,1332.0,,,,,,,,,,,,,,,
5631,東証1部,日本製鋼所,2629.0,,,,,,,,,,,,,,,
5632,東証1部,三菱製鋼,896.0,,,,,,,,,,,,,,,
5644,東証2部,メタルアート,1924.0,,,,,,,,,,,,,,,
5658,東証1部,日亜鋼業,309.0,,,,,,,,,,,,,,,
5659,東証1部,日本精線,4110.0,,,,,,,,,,,,,,,
5660,東証2部,神鋼鋼線工業,915.0,,,,,,,,,,,,,,,
5690,東証2部,リバーホールディングス,1077.0,,,,,,,,,,,,,,,
5695,東証JQS,パウダーテック,2869.0,,,,,,,,,,,,,,,
5697,東証2部,サンユウ,427.0,,,,,,,,,,,,,,,
5698,東証1部,エンビプロ・ホールディングス,982.0,,,,,,,,,,,,,,,
5699,東証JQS,イボキン,2650.0,,,,,,,,,,,,,,,
5702,東証1部,大紀アルミニウム工業所,1135.0,,,,,,,,,,,,,,,
5703,東証1部,日本軽金属ホールディングス,2067.0,,,,,,,,,,,,,,,
5704,マザーズ,ＪＭＣ,774.0,,,,,,,,,,,,,,,
5706,東証1部,三井金属,3360.0,,,,,,,,,,,,,,,
5707,東証1部,東邦亜鉛,2129.0,,,,,,,,,,,,,,,
5711,東証1部,三菱マテリアル,2315.0,,,,,,,,,,,,,,,
5713,東証1部,住友金属鉱山,4989.0,,,,,,,,,,,,,,,
5714,東証1部,ＤＯＷＡホールディングス,4675.0,,,,,,,,,,,,,,,
5715,東証1部,古河機械金属,1331.0,,,,,,,,,,,,,,,
5721,東証1部,エス・サイエンス,39.0,,,,,,,,,,,,,,,
5724,東証JQS,アサカ理研,1559.0,,,,,,,,,,,,,,,
5726,東証1部,大阪チタニウムテクノロジーズ,822.0,,,,,,,,,,,,,,,
5727,東証1部,東邦チタニウム,946.0,,,,,,,,,,,,,,,
5729,東証2部,日本精鉱,2639.0,,,,,,,,,,,,,,,
5741,東証1部,ＵＡＣＪ,2536.0,,,,,,,,,,,,,,,
5742,東証JQS,エヌアイシ・オートテック,920.0,,,,,,,,,,,,,,,
5753,東証2部,日本伸銅,1361.0,,,,,,,,,,,,,,,
5757,東証1部,ＣＫサンエツ,3770.0,,,,,,,,,,,,,,,
5781,東証2部,東邦金属,983.0,,,,,,,,,,,,,,,
5801,東証1部,古河電気工業,2929.0,,,,,,,,,,,,,,,
5802,東証1部,住友電気工業,1644.0,,,,,,,,,,,,,,,
5803,東証1部,フジクラ,491.0,,,,,,,,,,,,,,,
5805,東証1部,昭和電線ホールディングス,1599.0,,,,,,,,,,,,,,,
5807,東証1部,東京特殊電線,2515.0,,,,,,,,,,,,,,,
5809,東証1部,タツタ電線,566.0,,,,,,,,,,,,,,,
5816,東証2部,オーナンバ,670.0,,,,,,,,,,,,,,,
5817,東証2部,ＪＭＡＣＳ,566.0,,,,,,,,,,,,,,,
5819,東証1部,カナレ電気,1791.0,,,,,,,,,,,,,,,
5820,東証JQS,三ッ星,1318.0,,,,,,,,,,,,,,,
5821,東証1部,平河ヒューテック,1326.0,,,,,,,,,,,,,,,
5851,東証1部,リョービ,1630.0,,,,,,,,,,,,,,,
5852,東証1部,アーレスティ,486.0,,,,,,,,,,,,,,,
5856,東証2部,エルアイイーエイチ,74.0,,,,,,,,,,,,,,,
5857,東証1部,アサヒホールディングス,2325.0,,,,,,,,,,,,,,,
5900,東証JQS,ダイケン,742.0,,,,,,,,,,,,,,,
5901,東証1部,東洋製罐グループホールディングス,1354.0,,,,,,,,,,,,,,,
5902,東証1部,ホッカンホールディングス,1410.0,,,,,,,,,,,,,,,
5903,東証JQS,ＳＨＩＮＰＯ,1309.0,,,,,,,,,,,,,,,
5905,東証2部,日本製罐,1203.0,,,,,,,,,,,,,,,
5906,東証JQS,エムケー精工,421.0,,,,,,,,,,,,,,,
5907,東証2部,ＪＦＥコンテイナー,4970.0,,,,,,,,,,,,,,,
5909,東証1部,コロナ,931.0,,,,,,,,,,,,,,,
5911,東証1部,横河ブリッジホールディングス,2071.0,,,,,,,,,,,,,,,
5915,東証1部,駒井ハルテック,1780.0,,,,,,,,,,,,,,,
5918,東証2部,瀧上工業,5500.0,,,,,,,,,,,,,,,
5921,東証2部,川岸工業,2900.0,,,,,,,,,,,,,,,
5922,東証2部,那須電機鉄工,9400.0,,,,,,,,,,,,,,,
5923,東証1部,高田機工,2728.0,,,,,,,,,,,,,,,
5928,東証2部,アルメタックス,272.0,,,,,,,,,,,,,,,
5929,東証1部,三和ホールディングス,1340.0,,,,,,,,,,,,,,,
5930,東証1部,文化シヤッター,1077.0,,,,,,,,,,,,,,,
5932,東証1部,三協立山,822.0,,,,,,,,,,,,,,,
5933,東証1部,アルインコ,1024.0,,,,,,,,,,,,,,,
5935,東証JQS,元旦ビューティ工業,3850.0,,,,,,,,,,,,,,,
5936,東証1部,東洋シヤッター,630.0,,,,,,,,,,,,,,,
5938,東証1部,ＬＩＸＩＬ,3065.0,,,,,,,,,,,,,,,
5939,東証JQS,大谷工業,5330.0,,,,,,,,,,,,,,,
5940,東証2部,不二サッシ,78.0,,,,,,,,,,,,,,,
5941,東証2部,中西製作所,1100.0,,,,,,,,,,,,,,,
5942,東証1部,日本フイルコン,505.0,,,,,,,,,,,,,,,
5943,東証1部,ノーリツ,1909.0,,,,,,,,,,,,,,,
5945,東証JQS,天龍製鋸,2750.0,,,,,,,,,,,,,,,
5946,東証1部,長府製作所,2077.0,,,,,,,,,,,,,,,
5947,東証1部,リンナイ,11010.0,,,,,,,,,,,,,,,
5949,東証1部,ユニプレス,1013.0,,,,,,,,,,,,,,,
5950,東証2部,日本パワーファスニング,128.0,,,,,,,,,,,,,,,
5951,東証1部,ダイニチ工業,807.0,,,,,,,,,,,,,,,
5952,東証2部,アマテイ,160.0,,,,,,,,,,,,,,,
5953,福証,昭和鉄工,1871.0,,,,,,,,,,,,,,,
5955,東証2部,ヤマシナ,79.0,,,,,,,,,,,,,,,
5956,東証2部,トーソー,555.0,,,,,,,,,,,,,,,
5957,東証1部,日東精工,551.0,,,,,,,,,,,,,,,
5958,東証1部,三洋工業,1887.0,,,,,,,,,,,,,,,
5959,東証1部,岡部,697.0,,,,,,,,,,,,,,,
5962,東証2部,浅香工業,1610.0,,,,,,,,,,,,,,,
5964,東証2部,東洋刃物,1100.0,,,,,,,,,,,,,,,
5965,東証2部,フジマック,765.0,,,,,,,,,,,,,,,
5966,東証2部,ＫＴＣ,1970.0,,,,,,,,,,,,,,,
5967,東証2部,ＴＯＮＥ,3245.0,,,,,,,,,,,,,,,
5969,東証2部,ロブテックス,1850.0,,,,,,,,,,,,,,,
5970,東証1部,ジーテクト,1518.0,,,,,,,,,,,,,,,
5971,東証JQS,共和工業所,4330.0,,,,,,,,,,,,,,,
5973,東証2部,トーアミ,497.0,,,,,,,,,,,,,,,
5974,東証2部,中国工業,819.0,,,,,,,,,,,,,,,
5975,東証1部,東プレ,1629.0,,,,,,,,,,,,,,,
5976,東証1部,ネツレン,565.0,,,,,,,,,,,,,,,
5979,名証2部,カネソウ,4090.0,,,,,,,,,,,,,,,
5981,東証1部,東京製綱,1246.0,,,,,,,,,,,,,,,
5982,東証2部,マルゼン,2208.0,,,,,,,,,,,,,,,
5983,東証JQS,イワブチ,5700.0,,,,,,,,,,,,,,,
5984,東証2部,兼房,626.0,,,,,,,,,,,,,,,
5985,東証1部,サンコール,458.0,,,,,,,,,,,,,,,
5986,東証1部,モリテック　スチール,447.0,,,,,,,,,,,,,,,
5987,東証JQS,オーネックス,990.0,,,,,,,,,,,,,,,
5988,東証1部,パイオラックス,1513.0,,,,,,,,,,,,,,,
5989,東証1部,エイチワン,777.0,,,,,,,,,,,,,,,
5990,東証JQS,スーパーツール,2250.0,,,,,,,,,,,,,,,
5991,東証1部,ニッパツ,851.0,,,,,,,,,,,,,,,
5992,東証1部,中央発條,1059.0,,,,,,,,,,,,,,,
5993,名証2部,知多鋼業,689.0,,,,,,,,,,,,,,,
5994,東証2部,ファインシンター,1698.0,,,,,,,,,,,,,,,
5997,東証JQS,協立エアテック,586.0,,,,,,,,,,,,,,,
5998,東証1部,アドバネクス,1388.0,,,,,,,,,,,,,,,
5999,東証JQS,イハラサイエンス,1816.0,,,,,,,,,,,,,,,
6005,東証1部,三浦工業,5270.0,,,,,,,,,,,,,,,
6013,東証1部,タクマ,1917.0,,,,,,,,,,,,,,,
6016,東証2部,ジャパンエンジンコーポレーション,1231.0,,,,,,,,,,,,,,,
6018,東証2部,阪神内燃機工業,1801.0,,,,,,,,,,,,,,,
6022,東証2部,赤阪鐵工所,1600.0,,,,,,,,,,,,,,,
6023,東証2部,ダイハツディーゼル,481.0,,,,,,,,,,,,,,,
6025,名古屋セ,日本ＰＣサービス,1850.0,,,,,,,,,,,,,,,
6026,マザーズ,ＧＭＯ　ＴＥＣＨ,2005.0,,,,,,,,,,,,,,,
6027,マザーズ,弁護士ドットコム,8260.0,,,,,,,,,,,,,,,
6028,東証1部,テクノプロ・ホールディングス,8080.0,,,,,,,,,,,,,,,
6029,東証1部,アトラグループ,333.0,,,,,,,,,,,,,,,
6030,マザーズ,アドベンチャー,6890.0,,,,,,,,,,,,,,,
6031,マザーズ,サイジニア,1716.0,,,,,,,,,,,,,,,
6032,東証1部,インターワークス,393.0,,,,,,,,,,,,,,,
6033,マザーズ,エクストリーム,999.0,,,,,,,,,,,,,,,
6034,マザーズ,ＭＲＴ,1227.0,,,,,,,,,,,,,,,
6035,東証1部,アイ・アールジャパンホールディングス,12680.0,,,,,,,,,,,,,,,
6036,東証1部,ＫｅｅＰｅｒ技研,2120.0,,,,,,,,,,,,,,,
6037,東証1部,ファーストロジック,740.0,,,,,,,,,,,,,,,
6038,マザーズ,イード,867.0,,,,,,,,,,,,,,,
6039,マザーズ,日本動物高度医療センター,1925.0,,,,,,,,,,,,,,,
6040,マザーズ,日本スキー場開発,654.0,,,,,,,,,,,,,,,
6042,東証2部,ニッキ,1847.0,,,,,,,,,,,,,,,
6044,東証1部,三機サービス,1071.0,,,,,,,,,,,,,,,
6045,マザーズ,レントラックス,543.0,,,,,,,,,,,,,,,
6046,マザーズ,リンクバル,290.0,,,,,,,,,,,,,,,
6047,東証1部,Ｇｕｎｏｓｙ,929.0,,,,,,,,,,,,,,,
6048,東証1部,デザインワン・ジャパン,230.0,,,,,,,,,,,,,,,
6049,マザーズ,イトクロ,1005.0,,,,,,,,,,,,,,,
6050,東証1部,イー・ガーディアン,2577.0,,,,,,,,,,,,,,,
6054,東証1部,リブセンス,226.0,,,,,,,,,,,,,,,
6055,東証1部,ジャパンマテリアル,1173.0,,,,,,,,,,,,,,,
6058,東証1部,ベクトル,893.0,,,,,,,,,,,,,,,
6059,東証1部,ウチヤマホールディングス,363.0,,,,,,,,,,,,,,,
6060,東証JQS,こころネット,920.0,,,,,,,,,,,,,,,
6061,東証JQS,ユニバーサル園芸社,1850.0,,,,,,,,,,,,,,,
6062,東証1部,チャーム・ケア・コーポレーション,1195.0,,,,,,,,,,,,,,,
6063,東証JQS,日本エマージェンシーアシスタンス,1400.0,,,,,,,,,,,,,,,
6067,マザーズ,インパクトホールディングス,2187.0,,,,,,,,,,,,,,,
6069,マザーズ,トレンダーズ,620.0,,,,,,,,,,,,,,,
6070,東証1部,キャリアリンク,2230.0,,,,,,,,,,,,,,,
6071,東証1部,ＩＢＪ,949.0,,,,,,,,,,,,,,,
6072,マザーズ,地盤ネットホールディングス,205.0,,,,,,,,,,,,,,,
6073,東証1部,アサンテ,1861.0,,,,,,,,,,,,,,,
6074,東証JQS,ジェイエスエス,510.0,,,,,,,,,,,,,,,
6076,福証,アメイズ,865.0,,,,,,,,,,,,,,,
6077,東証1部,Ｎ・フィールド,1199.0,,,,,,,,,,,,,,,
6078,東証1部,バリューＨＲ,1629.0,,,,,,,,,,,,,,,
6080,東証1部,Ｍ＆Ａキャピタルパートナーズ,4685.0,,,,,,,,,,,,,,,
6081,マザーズ,アライドアーキテクツ,933.0,,,,,,,,,,,,,,,
6082,東証1部,ライドオンエクスプレスホールディングス,1544.0,,,,,,,,,,,,,,,
6083,東証1部,ＥＲＩホールディングス,581.0,,,,,,,,,,,,,,,
6085,マザーズ,アーキテクツ・スタジオ・ジャパン,960.0,,,,,,,,,,,,,,,
6086,マザーズ,シンメンテホールディングス,892.0,,,,,,,,,,,,,,,
6087,東証1部,アビスト,2918.0,,,,,,,,,,,,,,,
6088,東証1部,シグマクシス,1960.0,,,,,,,,,,,,,,,
6089,東証1部,ウィルグループ,951.0,,,,,,,,,,,,,,,
6090,マザーズ,ヒューマン・メタボローム・テクノロジーズ,793.0,,,,,,,,,,,,,,,
6091,東証2部,ウエスコホールディングス,454.0,,,,,,,,,,,,,,,
6092,マザーズ,エンバイオ・ホールディングス,602.0,,,,,,,,,,,,,,,
6093,東証1部,エスクロー・エージェント・ジャパン,237.0,,,,,,,,,,,,,,,
6094,マザーズ,フリークアウト・ホールディングス,1334.0,,,,,,,,,,,,,,,
6095,東証1部,メドピア,4775.0,,,,,,,,,,,,,,,
6096,東証1部,レアジョブ,1772.0,,,,,,,,,,,,,,,
6098,東証1部,リクルートホールディングス,5149.0,,,,,,,,,,,,,,,
6099,東証1部,エラン,1295.0,,,,,,,,,,,,,,,
6101,東証1部,ツガミ,1638.0,,,,,,,,,,,,,,,
6103,東証1部,オークマ,5690.0,,,,,,,,,,,,,,,
6104,東証1部,芝浦機械,2514.0,,,,,,,,,,,,,,,
6111,名証2部,旭精機工業,1930.0,,,,,,,,,,,,,,,
6113,東証1部,アマダ,1118.0,,,,,,,,,,,,,,,
6118,東証1部,アイダエンジニアリング,895.0,,,,,,,,,,,,,,,
6121,東証1部,滝澤鉄工所,1113.0,,,,,,,,,,,,,,,
6125,東証2部,岡本工作機械製作所,4045.0,,,,,,,,,,,,,,,
6131,東証2部,浜井産業,1033.0,,,,,,,,,,,,,,,
6134,東証1部,ＦＵＪＩ,2652.0,,,,,,,,,,,,,,,
6135,東証1部,牧野フライス製作所,4365.0,,,,,,,,,,,,,,,
6136,東証1部,ＯＳＧ,1812.0,,,,,,,,,,,,,,,
6137,東証2部,小池酸素工業,2345.0,,,,,,,,,,,,,,,
6138,東証1部,ダイジェット工業,1336.0,,,,,,,,,,,,,,,
6140,東証1部,旭ダイヤモンド工業,536.0,,,,,,,,,,,,,,,
6141,東証1部,ＤＭＧ森精機,1786.0,,,,,,,,,,,,,,,
6142,名証2部,富士精工,1425.0,,,,,,,,,,,,,,,
6143,東証1部,ソディック,1082.0,,,,,,,,,,,,,,,
6144,東証2部,西部電機,1276.0,,,,,,,,,,,,,,,
6145,東証JQS,ＮＩＴＴＯＫＵ,3480.0,,,,,,,,,,,,,,,
6146,東証1部,ディスコ,31550.0,,,,,,,,,,,,,,,
6147,東証JQS,ヤマザキ,437.0,,,,,,,,,,,,,,,
6149,東証JQS,小田原エンジニアリング,2599.0,,,,,,,,,,,,,,,
6150,東証JQS,タケダ機械,2471.0,,,,,,,,,,,,,,,
6151,東証1部,日東工器,1939.0,,,,,,,,,,,,,,,
6155,東証2部,高松機械工業,679.0,,,,,,,,,,,,,,,
6156,東証JQS,エーワン精密,1348.0,,,,,,,,,,,,,,,
6157,東証1部,日進工具,1446.0,,,,,,,,,,,,,,,
6158,東証JQS,和井田製作所,1136.0,,,,,,,,,,,,,,,
6159,東証JQS,ミクロン精密,1104.0,,,,,,,,,,,,,,,
6161,東証2部,エスティック,4680.0,,,,,,,,,,,,,,,
6164,東証JQS,太陽工機,1094.0,,,,,,,,,,,,,,,
6165,東証1部,パンチ工業,594.0,,,,,,,,,,,,,,,
6166,マザーズ,中村超硬,801.0,,,,,,,,,,,,,,,
6167,東証1部,冨士ダイス,649.0,,,,,,,,,,,,,,,
